TYPE,DATE,START TIME,END TIME,USAGE (kWh),NOTES
Electric usage,2025-06-20,22:00,22:29,3.97
Electric usage,2025-06-20,22:30,22:59,4.07
Electric usage,2025-06-20,23:00,23:29,4.02
Electric usage,2025-06-20,23:30,23:59,3.86
Electric usage,2025-06-21,00:00,00:29,3.86
Electric usage,2025-06-21,00:30,00:59,3.90
Electric usage,2025-06-21,01:00,01:29,3.82
Electric usage,2025-06-21,01:30,01:59,2.60
Electric usage,2025-06-21,02:00,02:29,2.63
Electric usage,2025-06-21,02:30,02:59,1.59
Electric usage,2025-06-21,03:00,03:29,1.44
Electric usage,2025-06-21,03:30,03:59,0.99
Electric usage,2025-06-21,04:00,04:29,0.84
Electric usage,2025-06-21,04:30,04:59,0.99
Electric usage,2025-06-21,05:00,05:29,1.19
Electric usage,2025-06-21,05:30,05:59,1.20
Electric usage,2025-06-21,06:00,06:29,1.30
Electric usage,2025-06-21,06:30,06:59,1.37
Electric usage,2025-06-21,07:00,07:29,1.93
Electric usage,2025-06-21,07:30,07:59,1.69
Electric usage,2025-06-21,08:00,08:29,2.55
Electric usage,2025-06-21,08:30,08:59,2.36
Electric usage,2025-06-21,09:00,09:29,3.48
Electric usage,2025-06-21,09:30,09:59,3.56
Electric usage,2025-06-21,10:00,10:29,4.14
Electric usage,2025-06-21,10:30,10:59,4.21
Electric usage,2025-06-21,11:00,11:29,4.21
Electric usage,2025-06-21,11:30,11:59,4.23
Electric usage,2025-06-21,12:00,12:29,4.25
Electric usage,2025-06-21,12:30,12:59,4.26
Electric usage,2025-06-21,13:00,13:29,4.30
Electric usage,2025-06-21,13:30,13:59,4.59
Electric usage,2025-06-21,14:00,14:29,4.56
Electric usage,2025-06-21,14:30,14:59,4.36
Electric usage,2025-06-21,15:00,15:29,4.35
Electric usage,2025-06-21,15:30,15:59,4.36
Electric usage,2025-06-21,16:00,16:29,4.35
Electric usage,2025-06-21,16:30,16:59,4.36
Electric usage,2025-06-21,17:00,17:29,4.41
Electric usage,2025-06-21,17:30,17:59,4.42
Electric usage,2025-06-21,18:00,18:29,4.38
Electric usage,2025-06-21,18:30,18:59,2.63
Electric usage,2025-06-21,19:00,19:29,1.03
Electric usage,2025-06-21,19:30,19:59,1.59
Electric usage,2025-06-21,20:00,20:29,2.49
Electric usage,2025-06-21,20:30,20:59,2.71
Electric usage,2025-06-21,21:00,21:29,4.58
Electric usage,2025-06-21,21:30,21:59,4.56
Electric usage,2025-06-21,22:00,22:29,4.50
Electric usage,2025-06-21,22:30,22:59,3.71
Electric usage,2025-06-21,23:00,23:29,2.86
Electric usage,2025-06-21,23:30,23:59,3.35
